0.122649 0.186231 0.879663	0.226908 0.417312 0.554624	0.517226 0.458739 -0.558099	0.487276 0.926283 -50.3585
0.987755 1.01473 2.32452	0.680316 0.880247 -0.467892	0.501399 1.01429 -2556.95	0.537675 0.878774 -3.74956
0.310069 0.30109 0.551181	0.804814 1.44153 -13.9215	0.391318 1.35208 0.136358	0.540625 0.903181 5.16048
0.945804 1.37613 4.59088	0.784455 0.981574 -1.35104	0.405945 0.999458 -4.58076	0.51356 1.13508 -2.52896
0.919721 0.131912 -2.55384	0.676226 0.551213 2.99337	0.538283 1.3879 -1.6702	0.521023 0.885843 0.235958
0.920563 0.468604 -1.60106	0.400808 1.18617 0.729961	0.465337 1.49603 -2.67333	0.465156 0.889871 -0.607322
0.363676 0.0584394 -19.3993	0.459804 0.104515 -0.205816	0.472735 0.940002 -2.2967	0.489452 1.0534 -2.6914
0.949967 3.53746 -8.59028	0.826423 0.389661 4.02225	0.55646 1.65159 -1.06305	0.485761 0.971278 4.37318
0.693609 2.01859 0.0379004	0.852756 0.637699 -0.780492	0.580401 0.486949 19.8663	0.517083 0.910161 -0.321048
0.921135 2.68435 -0.211767	0.507308 0.938467 0.183333	0.329164 0.489143 2.19359	0.534317 1.04641 4.29391
0.987821 0.382925 2.39687	0.553127 3.2423 -0.0154312	0.424976 0.879981 -0.873779	0.508742 1.03262 -2.28865
0.651104 0.206245 -3.75679	0.71898 0.251576 0.561889	0.332466 0.569111 0.326651	0.578646 0.800641 -0.965426
0.636411 2.70991 -0.637351	0.393299 2.41863 6.86111	0.399187 1.01858 0.91746	0.530326 1.00694 -0.758965
0.17032 0.369087 -0.194251	0.222724 0.739017 0.46537	0.457076 1.00516 0.153228	0.470673 0.903855 2.60593
0.901588 1.15633 0.56779	0.461838 0.73651 -0.7905	0.415529 0.920411 -0.41475	0.437933 1.0013 -0.119869
0.181861 2.0952 0.941528	0.447155 2.02233 0.337951	0.348032 1.0226 -3.65376	0.49398 1.2341 52.7845
0.7301 0.0374299 0.138986	0.167217 1.06063 12.6427	0.498578 0.755757 12.6811	0.517725 1.00713 0.894016
0.745397 1.81555 -0.103896	0.578403 0.984408 0.285012	0.625824 1.30097 -3.35748	0.495163 0.865962 -3.50298
0.0356202 0.931399 4.23302	0.515521 0.447196 2.00778	0.414737 1.0476 2.23653	0.504176 1.03578 1.11686
0.0464925 0.864618 -4.00696	0.389131 2.52461 -0.565285	0.478407 1.25365 0.342105	0.526538 0.972881 4.81104
0.735389 0.80245 -4.37005	0.366292 2.16948 5.35637	0.539795 1.09377 0.271422	0.497918 1.04634 0.281731
0.432458 0.418269 -0.128941	0.551863 1.33266 -4.22354	0.499171 0.979104 2.4758	0.538846 0.968072 -0.807695
0.726876 0.734079 -0.793103	0.79565 0.78783 4.22085	0.537725 1.6373 4.32259	0.473011 1.00772 0.700419
0.343331 1.0493 -0.722798	0.35895 1.03827 6.53968	0.383881 0.805963 -2.664	0.488706 0.95914 2.03735
0.420046 0.142472 0.926572	0.570195 0.885302 0.37882	0.311263 1.34653 0.546429	0.537043 1.09128 -0.080475
0.652702 0.761177 -35.8973	0.940222 1.58192 -2.30587	0.387191 0.822364 15.5657	0.416636 0.912057 -0.86331
0.662672 0.92167 4.95482	0.193444 1.0478 1.97309	0.678859 0.951587 -0.943548	0.506076 1.16735 -0.843988
0.429751 1.85799 0.208174	0.898041 1.36503 0.499347	0.488119 1.32289 2.72211	0.527583 0.912916 0.197746
0.263243 0.248184 -2.03686	0.540109 0.981994 -0.340693	0.414084 0.655071 -0.0886821	0.510032 0.943438 -0.562771
0.40153 2.68302 0.657542	0.873508 0.542075 -4.07435	0.62322 0.730762 0.482946	0.47698 1.14215 2.85769
0.870231 0.471765 1.08746	0.691917 0.449365 5.29874	0.420561 1.39998 -0.939697	0.51271 1.15268 -0.0989431
0.511979 1.91926 34.7277	0.959979 1.01423 -0.261534	0.602734 0.504687 0.550689	0.471444 0.890587 1.91388
0.12372 2.1695 1.43977	0.618319 0.272196 1.1766	0.363263 0.758514 0.122989	0.534239 0.975671 0.274303
0.190283 0.574337 -0.456532	0.571225 0.515054 0.735892	0.402937 0.875408 -2.26816	0.46433 0.825 1.93278
0.388729 4.06985 3.55557	0.630788 0.16528 0.894435	0.478739 0.826641 -1.23108	0.492324 0.961537 0.169531
0.961745 2.50008 10.2181	0.769601 1.00809 -3.56742	0.489087 0.491512 -0.257328	0.47244 1.04697 -0.836649
0.491865 0.735067 -0.0151712	0.342059 0.779134 -0.668843	0.472809 0.56425 1.25716	0.46228 0.940539 -0.125719
0.741245 0.269447 -0.235248	0.519807 0.560456 1.31227	0.316828 0.588828 -14.478	0.47129 1.08358 -9.61724
0.165708 0.476304 -0.933743	0.380883 0.216244 1.84759	0.502599 0.723029 0.306787	0.52442 0.973318 0.057497
0.337783 0.382277 -1.41539	0.149327 1.00757 0.173211	0.522531 1.38659 -0.455968	0.542418 1.02115 0.241912
0.639315 1.3733 2.30523	0.485328 2.00544 -0.21728	0.435824 0.656614 -1.33715	0.50095 0.993595 -1.68306
0.107309 0.0430338 -0.11955	0.697779 1.40018 1.96772	0.568956 1.21566 15.0641	0.477326 0.954401 -0.626427
0.0343173 0.179282 6.60609	0.397648 1.13696 2.36294	0.47705 1.01493 -0.24264	0.503139 1.05327 -2.04971
0.784599 0.110513 -0.516367	0.492253 0.135666 -3.42218	0.473524 1.39572 0.607548	0.51873 1.00604 0.608223
0.595647 0.0418088 -0.659741	0.722933 1.64373 0.0951483	0.628656 0.512148 56.3365	0.443108 1.30862 0.927062
0.177555 2.78778 4.05965	0.799676 2.10104 -1.44237	0.411721 0.942403 0.287426	0.490894 0.873013 -0.025504
0.354301 0.232174 0.405767	0.541326 1.85548 -0.658841	0.481384 1.17661 -2.29496	0.43319 1.00715 -0.130961
0.824624 0.788812 0.0167977	0.823295 1.11047 -0.442978	0.544256 1.35842 0.309759	0.486908 1.0431 -0.633882
0.187768 0.0757186 -0.336823	0.466399 0.967461 0.736764	0.461173 1.21277 0.474151	0.519387 1.07216 0.703257
0.616528 1.13964 -18.0953	0.609 0.235937 -3.31959	0.537964 1.16966 0.402906	0.501878 1.22671 -5.43242
0.695913 0.858719 -0.432011	0.844352 0.410083 19.049	0.438401 0.355274 -1.01193	0.514067 0.967167 13.4443
0.652496 0.335994 -15.7022	0.526397 1.31779 -2.15017	0.398662 0.888143 -1.5575	0.557075 0.996923 0.43902
0.047541 0.769096 -8.7564	0.651932 0.247087 -2.9411	0.463145 1.45554 -0.578564	0.456621 0.969649 1.03889
0.314832 1.40127 1.87945	0.244679 2.54379 3.67552	0.458546 1.09179 -0.891515	0.491197 0.999813 0.184563
0.626727 0.816246 -4.62667	0.574481 0.942635 9.61677	0.443581 0.995957 -1.25842	0.519401 0.954944 -0.470371
0.450095 1.38946 -7.91064	0.827513 0.851099 0.469594	0.597904 1.17168 1.9588	0.480975 0.97364 -0.200385
0.607089 3.00703 -2.68973	0.366026 0.287835 0.984557	0.439754 1.17313 0.53457	0.509849 0.979571 0.672346
0.766927 0.540188 1.37812	0.45476 2.21341 -4.65199	0.4552 1.21334 -0.676283	0.514474 0.977751 -1.23049
0.697111 0.732046 1.12054	0.485116 1.47959 -0.0692876	0.294414 0.719378 -1.07031	0.538336 0.97702 -151.539
0.505182 0.666436 3.93681	0.509809 0.737903 -0.0396467	0.50262 1.31381 2.33965	0.526496 0.968691 1.13476
0.645412 1.3803 -0.995469	0.67483 1.90718 0.736488	0.447153 1.12448 0.782737	0.514785 1.08935 0.352811
0.522755 0.291743 6.02747	0.455244 1.06474 -0.211885	0.535203 1.09944 -2.31419	0.506629 1.01596 -5.20949
0.738049 0.0343085 -2.32469	0.562291 0.0980906 -0.808557	0.645446 1.35944 -3.96595	0.445808 1.18941 -0.41303
0.0409734 0.332804 1.36417	0.599244 0.179709 0.123876	0.327472 1.51096 1.24296	0.516548 1.12184 -0.249167
0.317021 0.128032 -0.178453	0.37881 0.582498 6.74422	0.532014 0.798169 -16.1218	0.477614 1.11934 12.4638
0.285745 0.431639 -1.94843	0.511211 1.26137 0.314981	0.526121 0.463998 13.0171	0.524273 0.871352 1.10955
0.868125 1.42245 1.87572	0.370728 2.18506 -6.69056	0.695063 1.02091 -0.654051	0.558587 1.04752 1.54647
0.623307 1.01617 -1.80601	0.395415 0.531942 0.995419	0.432725 1.35079 -0.767647	0.519197 1.02595 4.28805
0.0820819 0.148331 -0.726485	0.644745 2.30246 0.192075	0.346942 0.768397 -0.235917	0.539005 1.05393 5.43261
0.372348 0.440123 -1.98197	0.531599 0.555044 0.289373	0.535605 0.559482 -0.235017	0.482779 0.980695 -0.65868
0.594353 2.80684 0.754833	0.769351 1.79071 1.11821	0.465519 1.60181 1.96911	0.503968 0.868904 0.789905
0.249541 0.559624 1.048	0.73424 0.511882 0.24995	0.611827 0.982595 5.2616	0.515894 0.883073 -0.31359
0.273104 0.361962 -0.884081	0.57255 1.60625 -2.39039	0.596627 0.970725 0.0689148	0.519202 0.883616 -0.581713
0.347774 0.586358 0.318431	0.39822 0.726052 0.888951	0.562936 1.07655 -5.22371	0.454914 0.9332 2.38536
0.179822 1.55833 -0.534872	0.80961 2.61636 0.384479	0.368181 0.778897 -0.406169	0.547988 1.07058 0.555786
0.151171 6.23333 -2.07402	0.255828 2.21298 -0.410305	0.583157 0.972459 1.71206	0.534718 1.07362 -1.40764
0.786903 1.93407 -0.22986	0.734888 0.384885 -0.192367	0.68755 0.62447 -1.45603	0.521077 1.08766 -0.475682
0.667981 0.478942 0.782925	0.573801 0.743265 0.163257	0.485724 0.947427 3.11858	0.507887 1.16936 -1.21746
0.291752 0.224144 1.94444	0.54794 1.91853 -3.5887	0.451407 0.547084 -0.401287	0.46003 1.06431 -20.5247
0.841123 0.130736 1.71659	0.712538 0.841099 -10.36	0.318348 1.45977 -0.44416	0.475461 0.93767 0.822302
0.59989 0.00405471 -0.699682	0.583004 1.26999 0.92026	0.447036 0.876407 5.53227	0.478016 1.09214 -4.384
0.267028 1.35289 -2.5946	0.233086 0.706713 -4.64798	0.656893 0.763843 1.9766	0.545708 0.813364 -6.22573
0.744787 2.03348 6.82982	0.296648 1.15336 -2.64016	0.708992 0.764449 -5.44943	0.450712 1.00841 0.74365
0.856439 1.11241 6.75042	0.489002 0.225872 3.82378	0.538795 1.0563 -1.18531	0.483469 0.919763 0.133426
0.393662 0.293958 1.24934	0.342679 0.413095 0.0334242	0.445439 0.843818 0.0862835	0.553515 1.13597 -1.13095
0.128024 2.13382 0.56563	0.235224 1.45234 -4.02749	0.533818 0.949844 -2.27952	0.473721 1.08717 -0.131841
0.98059 1.49633 -0.0746678	0.505491 0.581352 0.734527	0.482529 0.992162 0.526691	0.509907 1.00944 0.845748
0.305978 3.68207 0.440565	0.517569 0.627779 -2.53794	0.486194 0.884152 -8.75869	0.459094 1.05959 0.881536
0.876278 0.814225 -1.19572	0.62969 0.527195 1.51073	0.498167 1.10656 -1.75871	0.519357 1.05434 0.307732
0.0804161 0.348762 -1.48542	0.704902 0.451088 -0.326214	0.523157 0.647987 5.77354	0.502192 1.12516 0.664337
0.496765 0.861416 -1.72697	0.509161 0.396987 -9.00892	0.621546 0.717841 5.74852	0.451799 1.0497 0.0808349
0.0178907 2.52291 0.104812	0.659379 2.59924 -0.525239	0.422141 1.66519 0.355252	0.519631 1.22578 0.394173
0.629064 0.202939 -0.625666	0.494585 0.562594 -0.131861	0.442264 0.933326 3.23747	0.539253 0.911965 -3.89747
0.210161 1.11079 2.53353	0.313899 0.897833 0.0157676	0.561693 1.18771 -1.86854	0.525825 1.04225 1.44349
0.632786 0.775579 0.248381	0.293899 0.510124 -1.05842	0.370716 0.894617 -0.870427	0.463823 1.22959 33.6161
0.548883 0.198832 -1.43869	0.382948 1.015 0.39556	0.436101 1.2331 1.97229	0.500631 0.78926 18.8538
0.141625 1.9769 1.20222	0.462114 0.426581 -1.42523	0.575217 1.23629 -2.12282	0.484813 1.06544 -1.31222
0.405224 0.586383 -0.453503	0.553954 0.749997 0.567878	0.465177 0.604611 -0.882722	0.466074 0.951003 0.538046
0.471152 1.22366 -1.62617	0.22938 0.795038 2.44927	0.533935 0.955499 -0.976612	0.496387 1.01583 -0.749727
0.291226 0.783088 -0.476259	0.208922 0.224781 0.0217069	0.540195 0.738164 1.13521	0.523439 1.00062 -1.15252
0.668001 0.170978 0.548733	0.861069 0.316962 3.3045	0.411632 0.667534 -0.710514	0.520724 0.863338 -0.0139987
0.458286 0.473253 0.128686	0.366063 1.68892 0.873094	0.463895 0.895487 -0.907376	0.493144 0.885636 -0.183729
0.807835 1.02862 0.566993	0.380022 2.46078 0.501158	0.520508 0.998607 0.673681	0.520234 0.943803 -1.5301
0.587525 0.468757 0.215031	0.401325 0.524425 -0.183363	0.603556 1.3862 0.166018	0.465867 0.89831 -4.18639
0.599517 1.60164 0.783162	0.345786 1.63807 -0.0931121	0.55637 0.478932 0.477973	0.51602 0.920926 0.103415
0.801762 0.280171 0.123474	0.440526 1.25618 290.611	0.505418 0.686503 -5.85885	0.484536 0.980298 0.760132
0.533027 1.6021 0.709144	0.552819 2.36184 -0.977814	0.50916 1.02124 0.226922	0.548324 0.968343 0.847362
0.299463 0.685177 -26.0894	0.272381 1.52685 -1.59507	0.528152 1.20251 9.2953	0.532836 0.998362 2.04579
0.0662566 0.374754 -0.396143	0.491026 0.858426 0.553447	0.410748 0.721834 -0.34507	0.488306 0.953746 0.628651
0.0662034 1.18925 2.70719	0.326308 1.75109 18.8526	0.441684 0.751697 2.42279	0.517023 0.886666 -4.42592
0.843067 1.8277 -1.16745	0.156763 1.8322 0.67157	0.371064 1.0754 -0.462998	0.499122 1.16871 -1.42872
0.306 0.3428 -0.841165	0.729677 0.665948 0.508507	0.39224 1.10635 1.75176	0.493901 0.933005 0.419098
0.716744 2.04026 1.83219	0.697411 1.28572 0.733598	0.521325 1.248 -0.462654	0.557811 0.969919 0.332715
0.159693 1.35595 0.168855	0.687473 1.22483 2.33789	0.429306 1.35243 9.19451	0.448928 1.0808 1.15626
0.635548 0.932185 -0.749124	0.241912 0.491813 0.651433	0.573534 0.876859 1.42612	0.498146 1.11295 -2.10859
0.528417 0.129697 -2.04461	0.831194 0.475829 -0.443462	0.48681 1.09855 -13.5054	0.494503 0.940014 -0.249818
0.258267 1.5775 2.06767	0.375071 2.42932 0.646728	0.648799 0.48433 0.808799	0.52816 1.01419 0.957864
0.109264 0.0643431 -0.523867	0.118683 0.777623 -0.618112	0.45869 1.24223 3.91681	0.50958 1.07261 5.91742
0.536341 0.19322 1.05129	0.7541 2.64099 0.201421	0.441522 0.731044 3.9762	0.52467 1.06753 -0.528413
0.362505 0.211938 -1.22204	0.625403 0.239328 -0.0442254	0.344607 0.746493 -0.843785	0.527849 0.815872 1.66725
0.948285 0.0511561 -51.4192	0.478621 3.32319 0.569309	0.577508 1.14939 -1.35734	0.510721 1.0764 3.23581
0.351132 0.849727 -2.48644	0.380962 0.937364 -3.83036	0.389302 0.435573 -0.463013	0.522824 1.19579 -0.200492
0.240373 0.100729 -1.07068	0.584281 1.86368 -1.66756	0.284483 1.40195 -1.61108	0.520441 0.923174 -0.965016
0.879269 2.19582 1.89336	0.440381 1.16063 0.414864	0.510539 1.30417 1.91395	0.484267 0.893653 -1.05973
0.296989 2.14793 0.910112	0.447059 1.52201 -0.533371	0.503961 0.887918 -1.688	0.44942 1.1011 -0.956745
0.0883978 2.3632 -1.75895	0.743156 0.540382 0.657796	0.505107 0.92517 -0.264128	0.511456 1.24628 0.0623611
0.344424 1.54719 0.222809	0.409444 1.91196 0.937709	0.501711 0.95302 0.314723	0.487302 1.01418 -0.367967
0.340495 0.624669 0.277279	0.547608 2.25974 0.476754	0.426479 1.11061 0.640379	0.504941 1.00582 -2.25862
0.664751 0.263265 1.11228	0.457633 1.65692 1.43317	0.73585 1.03338 0.869091	0.51288 1.09412 0.747309
0.555736 2.42708 -0.3981	0.813733 0.728773 1.46946	0.415943 1.38305 -0.621996	0.489463 1.09455 -0.245094
0.393078 0.64392 -1.42969	0.615025 1.19485 -0.921445	0.559628 0.796795 0.486064	0.490577 0.947553 0.0392506
0.939181 0.444031 -0.240235	0.262808 1.72712 -1.16424	0.60272 1.22631 -2.67564	0.516876 1.08207 -1.07557
0.0149037 1.73871 -0.116487	0.633218 0.303777 0.430326	0.50091 0.536399 0.825159	0.540779 0.79304 -1.66223
0.0618788 1.85944 0.900892	0.321777 2.58554 0.215307	0.41731 0.832251 -1.40974	0.478939 1.1856 1.43339
0.387896 0.413888 84.0545	0.756697 0.710046 2.28871	0.590074 1.12961 0.487335	0.505108 0.922172 1.87097
0.160351 0.726145 2.16834	0.55795 0.678654 1.46074	0.322528 0.856653 0.129533	0.475986 1.27361 3.92085
0.016984 5.41788 0.184157	0.44819 0.9241 -0.249359	0.407996 1.00695 2.45003	0.531281 0.90892 -0.817492
0.262598 0.217308 0.257259	0.755268 0.724736 -11.4244	0.682751 1.48192 -10.4626	0.438556 0.997615 1.69796
0.120382 2.99686 -1.52109	0.562394 0.268384 -9.6766	0.589022 1.62794 2.00753	0.480815 0.957672 1.94521
0.677425 0.280909 -12.124	0.645207 0.465332 -4.72081	0.475489 1.02752 -0.457531	0.475161 0.927105 -0.00762598
0.0996098 1.68148 2.81746	0.558258 0.916256 -0.974842	0.320703 0.503457 0.208733	0.476438 1.03395 4.5251
0.708501 0.261258 0.896451	0.588939 0.671435 -0.598479	0.599765 0.866021 -1.29732	0.550461 0.85678 1.1532
0.133477 2.03578 3.75639	0.39339 1.61357 -0.256394	0.600687 0.890511 -37.4673	0.524642 1.1128 -0.662543
0.633809 0.144342 1.08833	0.255419 1.7152 0.494874	0.539523 1.49785 -1.02205	0.474215 1.18168 4.48607
0.443195 1.17035 17.2346	0.63519 0.897065 1.03601	0.496824 1.07481 0.188688	0.542414 1.01688 -0.641945
0.990886 0.21858 0.553476	0.533238 0.617301 -0.217477	0.471861 1.54756 0.296833	0.482476 0.883931 3.26244
0.302327 0.99127 -2.28852	0.376228 0.11991 -0.638051	0.552417 0.552813 -0.792521	0.54579 1.11816 0.243403
0.858468 2.18745 -0.63313	0.47031 0.0491733 0.180721	0.430705 0.734257 0.281635	0.498561 0.993717 -7.06706
0.704448 0.170339 2.59065	0.517842 1.17876 0.105036	0.614906 0.88373 -0.314197	0.501432 1.038 -0.363918
0.171725 0.344713 -2.53219	0.810112 0.315215 -3.74397	0.496111 1.10742 -1.77501	0.452475 1.0498 0.607014
0.517283 0.608668 0.0973589	0.585263 2.54884 -0.323529	0.461242 0.561766 -0.384465	0.531084 1.12116 -0.392052
0.846158 2.04359 -0.400304	0.479425 0.673926 -0.552397	0.514214 0.869085 -1.58857	0.463503 0.999989 2.64709
0.307214 0.0214723 -0.956965	0.0963417 1.09269 -0.576943	0.55215 0.53145 2.78156	0.492286 1.0861 2.09595
0.245763 0.0708752 -0.00413778	0.410606 2.52298 -6.58321	0.587275 1.16436 0.902552	0.481817 1.01737 0.165235
0.971366 0.10963 -62.6425	0.698534 0.902781 -5.84788	0.463433 0.967828 -0.315837	0.47737 1.10093 -0.0346018
0.984943 0.259443 1.85695	0.519489 2.68221 0.0148875	0.618972 0.94603 -0.471877	0.551029 0.980258 -1.03502
0.154014 3.88249 -2.87577	0.326787 0.310189 0.507563	0.395843 1.02025 0.580824	0.496334 1.18001 3.63129
0.477698 1.50818 1.67072	0.613406 0.665919 -1.15452	0.656284 1.22163 0.0203621	0.434702 1.01143 -1.53861
0.477564 0.253215 -1.24862	0.467683 0.728094 0.399655	0.623872 1.06037 0.199179	0.507798 0.948348 3.44873
0.791433 1.03827 -0.05106	0.515581 2.97795 -1.24404	0.422733 0.961407 0.508437	0.485954 1.04513 -2.29333
0.752154 0.716304 -0.0304925	0.629251 0.408523 1.3052	0.3635 0.844974 -0.142178	0.485806 1.0469 -1.91819
0.138236 1.45953 0.942707	0.742758 1.36486 -0.497104	0.462582 1.09455 0.853153	0.560334 0.938802 0.635135
0.101651 1.77796 -1.50663	0.635576 0.327899 1.87384	0.462512 0.980551 -2.97404	0.488889 1.07544 -1.02176
0.0424036 0.604728 -1.06124	0.580266 0.672433 -0.797961	0.573629 1.06679 -1.05567	0.528315 1.01654 3.18088
0.0563997 0.334158 0.969629	0.652374 1.04376 -17.8229	0.574853 0.689244 -0.255148	0.561333 1.14088 -3.85405
0.70091 0.666566 1.45285	0.718358 1.15871 1.14964	0.546564 1.07495 19.7163	0.474758 0.886463 -0.319041
0.383074 1.4105 75.9143	0.603257 0.301963 -5.77287	0.490694 0.867573 7.06319	0.495241 1.01012 -1.05771
0.36357 1.54991 -1.37876	0.53853 1.33242 1.4276	0.588376 0.929062 1.15594	0.518875 0.963784 0.360475
0.26198 0.279597 -0.395534	0.493299 0.810069 -1.73301	0.461804 1.02313 -0.955797	0.475552 1.01634 -1.69059
0.447195 2.26016 -4.01319	0.399039 1.64029 -1.40827	0.610043 1.2191 0.135222	0.499252 1.08277 2.52108
0.375662 0.539297 4.52837	0.190857 0.105998 -0.348296	0.580513 1.32914 -0.632553	0.498757 0.914581 8.73509
0.714282 2.03544 2.28806	0.533068 0.728099 -0.14354	0.416559 1.77037 -6.29584	0.514619 0.957164 -0.292511
0.698441 0.530586 0.713249	0.442139 0.630272 -0.128164	0.320404 1.57965 0.0925258	0.519681 0.975221 -2.02512
0.869624 0.388599 0.991139	0.546317 0.36082 -0.269569	0.549415 1.21677 21.5685	0.482147 1.02908 -0.187346
0.673299 2.76437 0.506875	0.255015 0.584604 1.65188	0.595943 0.958186 -33.5545	0.46927 1.00551 -5.53896
0.421725 4.53379 1.4701	0.0262277 2.52803 -0.307716	0.484662 1.76623 2.92885	0.511117 0.970918 3.02518
0.644176 0.445699 -1.03203	0.175691 0.527071 1.81093	0.601917 1.27059 -0.0819184	0.469912 0.968362 -0.248705
0.689012 0.590065 1.06925	0.933064 0.967791 -0.00579917	0.457906 0.548962 -1.73542	0.52095 1.02079 -3.54785
0.151596 0.464533 -9.85178	0.718359 0.805918 -0.78977	0.694856 1.38859 -3.58649	0.48344 0.964912 -0.0511057
0.069407 0.313093 1.14912	0.151607 0.79165 -13.242	0.432696 1.00132 0.437454	0.488623 0.697551 20.5403
0.977204 0.268512 -7.88953	0.555521 1.82652 -8.15584	0.407974 1.06476 0.143394	0.480528 0.837158 0.967376
0.859053 1.09752 -0.0775229	0.69678 0.148524 0.750038	0.499994 0.588186 -0.136077	0.561641 0.912912 -0.180437
0.169334 1.11551 1.13161	0.734559 1.09319 -0.890628	0.566576 0.581254 2.0499	0.468802 0.918263 -0.31339
0.200692 0.368865 0.341283	0.380017 0.224836 -0.331798	0.530514 1.17889 -0.965968	0.458793 0.916967 -0.899587
0.179903 1.2445 1.7712	0.791051 1.0346 1.12971	0.297811 1.65504 1.08345	0.460595 0.98489 0.90458
0.984678 0.205117 -15.3383	0.486192 2.20178 -0.282986	0.522833 0.74802 0.154581	0.502029 0.798417 0.0605326
0.903829 1.4665 0.881015	0.755429 0.566775 0.99706	0.600051 1.13904 14.8417	0.529823 1.01809 1.66221
0.995963 0.0832201 -2.45844	0.351264 1.36324 -1.09313	0.510117 0.992818 0.720477	0.518893 0.90383 0.862089
0.31041 0.854497 99.8333	0.208745 1.62098 -0.76684	0.533534 0.79032 0.783077	0.501117 0.954253 -0.366648
0.213638 1.20096 0.297058	0.274085 2.13567 -0.10937	0.406211 1.1169 1.02652	0.476027 0.958918 1.09507
0.969307 1.51486 -0.879338	0.684526 0.0497146 4.43725	0.483208 0.780732 0.13007	0.50287 1.18018 2.12174
0.827587 0.269775 -2.14759	0.484902 1.14714 1.4379	0.674471 1.37838 1.76085	0.500369 0.847184 -3.0494
0.533768 4.61754 -0.751513	0.723931 0.552478 2.0686	0.482337 0.449874 1.19094	0.489523 0.864206 -12.1807
0.176558 0.643642 2.17698	0.408523 1.02296 5.03151	0.464303 0.857101 0.086323	0.505743 1.06943 -1.33926
0.770023 0.848203 0.678374	0.59467 1.18129 -1.6424	0.614519 1.78977 -1.76064	0.496939 0.820062 -0.556524
0.864729 2.32369 0.582054	0.619835 1.37558 8.03193	0.342579 0.906583 -1.72909	0.468662 0.842344 0.415437
0.970415 0.57795 -0.145188	0.34231 0.651594 5.58925	0.662552 0.966917 -2.11214	0.508365 1.22215 -1.77536
0.970628 0.0713544 -0.124695	0.548813 0.921491 -1.13535	0.399198 0.505621 -6.33022	0.458231 0.929821 3.95098
0.609786 1.00959 0.840093	0.654755 0.635107 -0.502936	0.563279 1.6295 -6.26318	0.497037 1.0673 -1.91712
0.133707 0.112908 -1.19399	0.444372 1.53481 0.0400011	0.464771 0.926032 -0.372785	0.511134 0.882483 -1.90383
0.67349 0.606949 1.48552	0.623624 1.10463 1.28876	0.363417 1.1186 -1.89601	0.515097 1.00139 -0.649161
0.746479 0.214035 -0.200729	0.581799 0.641174 -3.31336	0.667877 0.668599 -1.31131	0.493812 1.01018 1.08483
0.512337 0.139994 -0.0337053	0.454228 1.48612 -0.594253	0.545563 1.07611 266.414	0.50708 1.0153 -1.584
0.050942 1.17553 0.458034	0.865035 1.26301 0.389838	0.491381 0.750504 -0.634269	0.479986 0.994371 -0.520026
0.100871 1.4558 -1.48234	0.520463 0.534075 0.258733	0.486349 1.01306 -0.410459	0.489815 1.09999 -0.682229
